song_id,song_name,artist_name,song_single,song_released,song_genre,song_label,song_songwriter,song_producer
Top Of The Pops The Rezillos,Top Of The Pops,The Rezillos,0,1978,"rock,punk,pop",sire,NA,"bob clearmountain, tony bongiovi, lance quinn and the rezillos"
Don't Dictate - Demo Penetration,Don't Dictate - Demo,Penetration,0,1978,"rock,punk",virgin v2109,NA,"mick glossop, mike howlett"
I Heard It Through The Grapevine The Slits,I Heard It Through The Grapevine,The Slits,1,1968,r&b,"musical freedom,pm:am,universal","norman whitfield,barrett strong,norman whitfield,barrett strong,tijs verwest",norman whitfield
Mind Your Own Business Delta 5,Mind Your Own Business,Delta 5,NA,NA,punk,rough tradeprecharisma,NA,NA
The Sound Of The Suburbs The Members,The Sound Of The Suburbs,The Members,NA,NA,"rock,punk","stiff, virgin, arista",NA,NA
Back Of My Hand Jags,Back Of My Hand,Jags,1,1979,pop,island,"nick watkinson, john alder","jon astley, phil chapman "
Love Her Madly The Doors,Love Her Madly,The Doors,1,1971,pop,elektra,the doors,"bruce botnick,the doors"
2-4-6-8 Motorway Tom Robinson Band,2-4-6-8 Motorway,Tom Robinson Band,1,1977,"rock,punk",emi,tom robinson,vic maile
Human Fly The Cramps,Human Fly,The Cramps,0,1983,punk,illegal,NA,"alex chilton, the cramps"
Venus Television,Venus,Television,1,1977,"rock,punk",elektra,NA,"andy johns,tom verlaine"
Fiery Jack - Bonus Track The Fall,Fiery Jack - Bonus Track,The Fall,1,1980,punk,step-forward,"mark e. smith, craig scanlon, marc riley, the fall","the fall, geoff travis, mayo thompson"
Gary Gilmore's Eyes The Adverts,Gary Gilmore's Eyes,The Adverts,1,1977,"rock,punk",anchor records,t. v. smith,"larry wallis, the adverts"
Shot By Both Sides - Remastered Magazine,Shot By Both Sides - Remastered,Magazine,1,1978,"punk,pop",virgin,"howard devoto,pete shelley","mick glossop,magazine"
Dream Baby Dream Suicide,Dream Baby Dream,Suicide,1,1979,"rock,punk",island,"martin reverby,boruch bermowitz,martin reverby,boruch bermowitz",ric ocasek
Free Money Patti Smith,Free Money,Patti Smith,0,1975,punk,arista,"patti smith,lenny kaye",john cale
My Way - 1993 Remastered Version Sid Vicious,My Way - 1993 Remastered Version,Sid Vicious,1,1969,pop,reprise,"claude fran�ois,jacques revaux,paul anka ",sonny burke
Search and Destroy - Iggy Pop Mix The Stooges,Search and Destroy - Iggy Pop Mix,The Stooges,1,1973,"rock,punk",columbia,"iggy pop,james williamson","iggy pop,david bowie"
Blank Generation Richard Hell,Blank Generation,Richard Hell,0,1977,"rock,punk",sire,NA,"richard gottehrer,richard hell"
I Love The Sound Of Breaking Glass Nick Lowe,I Love The Sound Of Breaking Glass,Nick Lowe,1,1978,other,radar,"nick lowe, andrew bodnar, steve goulding",nick lowe
(I Married a) Monster from Outer Space John Cooper Clarke,(I Married a) Monster from Outer Space,John Cooper Clarke,0,1978,other,cbs,NA,"martin ""zero"" hannett"
One Of These Things First Nick Drake,One Of These Things First,Nick Drake,0,1971,folk,island,NA,joe boyd
Outdoor Miner - 2006 Remastered Version Wire,Outdoor Miner - 2006 Remastered Version,Wire,1,1979,punk,harvest,"colin newman,graham lewis",mike thorne
I'm Stranded The Saints,I'm Stranded,The Saints,1,1977,"rock,punk",emi harvest sire captain oi! 4 men with beards ,NA,"mark moffatt, rod coe"
Alison Elvis Costello,Alison,Elvis Costello,1,1977,"rock,pop",stiff columbia ,elvis costello,nick lowe
Born to Lose Johnny Thunders & The Heartbreakers,Born to Lose,Johnny Thunders & The Heartbreakers,NA,NA,"rock,punk",NA,NA,NA
Roadrunner The Modern Lovers,Roadrunner,The Modern Lovers,0,1976,"rock,punk",beserkley,NA,"robert appere,john cale,allan mason"
I'll Come Running - 2004 Digital Remaster Brian Eno,I'll Come Running - 2004 Digital Remaster,Brian Eno,0,1975,"rock,pop,elect",island,NA,"eno,rhett davies"
Warm Leatherette The Normal,Warm Leatherette,The Normal,1,1978,other,mute,daniel miller,daniel miller
No Side to Fall In The Raincoats,No Side to Fall In,The Raincoats,0,1979,"punk,folk",rough trade - rough3,NA,"geoff travis,mayo thompson,the raincoats"
Feelin' Alright With The Crew 999,Feelin' Alright With The Crew,999,0,1978,"rock,punk,pop",united artists,NA,martin rushent
I Want More CAN,I Want More,CAN,1,1976,rock,virgin records,"can, peter gilmour",can
My Sex Ultravox,My Sex,Ultravox,1,1977,punk,island,NA,"brian eno,ultravox!,steve lillywhite"
Close To Me The Cure,Close To Me,The Cure,1,1985,"pop,folk",fiction,robert smith,"robert smith,dave allen"
This Charming Man - 2011 Remastered Version The Smiths,This Charming Man - 2011 Remastered Version,The Smiths,1,1983,"rock,pop",rough trade,"johnny marr,morrissey",john porter
Town Called Malice The Jam,Town Called Malice,The Jam,1,1982,rock,polydor ,paul weller,peter wilson and the jam
Enjoy the Silence - 2006 - Remaster Depeche Mode,Enjoy the Silence - 2006 - Remaster,Depeche Mode,1,1990,"alt,rock,pop",mute,martin gore,"depeche mode,flood"
Smalltown Boy Bronski Beat,Smalltown Boy,Bronski Beat,1,1984,pop,london records,"steve bronski,jimmy somerville,larry steinbachek",mike thorne
Modern Love - 1999 Remastered Version David Bowie,Modern Love - 1999 Remastered Version,David Bowie,1,1983,rock,emi america,david bowie,"david bowie,nile rodgers"
It's My Life - 1997 Remastered Version Talk Talk,It's My Life - 1997 Remastered Version,Talk Talk,1,1984,pop,"emi,parlophone","mark hollis,tim friese-greene,mark hollis,tim friese-greene","nellee hooper,no doubt"
Mad World Tears For Fears,Mad World,Tears For Fears,1,1982,pop,"phonogram,mercury",roland orzabal,"chris hughes,ross cullum"
Spellbound Siouxsie and the Banshees,Spellbound,Siouxsie and the Banshees,1,1981,punk,polydor,"susan ballion, peter edward clarke, john mcgeoch and steven severin","nigel gray,siouxsie and the banshees"
Echo Beach Martha and the Muffins,Echo Beach,Martha and the Muffins,1,1980,other,dindisc,mark gane,mike howlett
The Cutter Echo & the Bunnymen,The Cutter,Echo & the Bunnymen,1,1983,punk,korova,"ian mcculloch, will sergeant, les pattinson, pete de freitas",kingbird
Duchess The Stranglers,Duchess,The Stranglers,1,1979,punk,united artists,the stranglers,"alan winstanley, the stranglers"
"Rise - 12"" Version Public Image Ltd.","Rise - 12"" Version",Public Image Ltd.,1,1986,"alt,rock",virgin vs 841,"john lydon, bill laswell","john lydon, bill laswell"
Pull Up To The Bumper Grace Jones,Pull Up To The Bumper,Grace Jones,1,1981,pop,island,NA,"chris blackwell,alex sadkin"
Don't Go - 2008 Remaster Yazoo,Don't Go - 2008 Remaster,Yazoo,NA,NA,pop,"mute,sire,reprise",NA,NA
Ghost Town The Specials,Ghost Town,The Specials,1,1981,other,2 tone,jerry dammers,john collins
Waterfall - Remastered The Stone Roses,Waterfall - Remastered,The Stone Roses,1,1991,other,silvertone,"ian brown, john squire",john leckie
A New England Billy Bragg,A New England,Billy Bragg,0,1983,other,utility,billy bragg,oliver hitch
Totally Wired The Fall,Totally Wired,The Fall,1,1980,punk,rough trade,"mark e. smith, marc riley, craig scanlon, steve hanley",NA
Happy Hour The Housemartins,Happy Hour,The Housemartins,1,1986,rock,go! discs,"paul heaton, stan cullimore",NA
Everyday Is Like Sunday - 2011 Remastered Version Morrissey,Everyday Is Like Sunday - 2011 Remastered Version,Morrissey,1,1988,"alt,rock","hmv ,major minor ,sire, reprise ","morrissey,stephen street",stephen street
Crash The Primitives,Crash,The Primitives,1,1988,pop,rca,"paul court,steve dullaghan,tracy spencer",paul whilshire
Blister In The Sun Violent Femmes,Blister In The Sun,Violent Femmes,0,1983,"punk,folk",slash,gordon gano,mark van hecke
Our Lips Are Sealed Fun Boy Three,Our Lips Are Sealed,Fun Boy Three,1,1981,pop,i.r.s.,"jane wiedlin,terry hall","richard gottehrer,rob freeman"
Fade To Grey Visage,Fade To Grey,Visage,1,1980,pop,polydor,"billy currie,chris payne,midge ure","midge ure,visage"
N.I.T.A. Young Marble Giants,N.I.T.A.,Young Marble Giants,0,1980,punk,rough trade,NA,"dave anderson,young marble giants"
Pretty in Pink The Psychedelic Furs,Pretty in Pink,The Psychedelic Furs,1,1986,punk,columbia,"john ashton, tim butler, richard butler, vince ely, duncan kilburn, roger morris",steve lillywhite charles harrowell 
Love Action (I Believe In Love) The Human League,Love Action (I Believe In Love),The Human League,1,1981,pop,virgin,"philip oakey, ian burden",martin rushent
Mirror in the Bathroom The Beat,Mirror in the Bathroom,The Beat,1,1980,other,go-feet records,"ranking roger,andy cox,everett morton,david steele,dave wakeling,ranking roger,andy cox,everett morton,david steele,dave wakeling",bob sargeant
You'll Always Find Me In The Kitchen At Parties Jona Lewie,You'll Always Find Me In The Kitchen At Parties,Jona Lewie,1,1980,pop,stiff records,"keith trussell, jona lewie",bob andrews
World Shut Your Mouth Julian Cope,World Shut Your Mouth,Julian Cope,1,1986,rock,island,julian cope,double de harrison
Just Like Honey The Jesus and Mary Chain,Just Like Honey,The Jesus and Mary Chain,1,1985,"alt,rock,punk,pop",blanco y negro,"william reid, jim reid",the jesus and mary chain
Electricity - 2003 Digital Remaster Orchestral Manoeuvres In The Dark,Electricity - 2003 Digital Remaster,Orchestral Manoeuvres In The Dark,1,1979,pop,factory � fac 6 dindisc ,"paul humphreys,andy mccluskey","martin zero,orchestral manoeuvres in the dark,chester valentino"
Golden Brown The Stranglers,Golden Brown,The Stranglers,1,1982,pop,liberty bp 407 ,"hugh cornwell,jean-jacques burnel,dave greenfield,jet black","the stranglers,steve churchyard"
Generals And Majors - 2001 Remaster XTC,Generals And Majors - 2001 Remaster,XTC,1,1980,punk,virgin,colin moulding,steve lillywhite
Walls Come Tumbling Down The Style Council,Walls Come Tumbling Down,The Style Council,1,1985,"pop,jazz",polydor,paul weller,NA
Messages Orchestral Manoeuvres In The Dark,Messages,Orchestral Manoeuvres In The Dark,1,1980,pop,dindisc,"paul humphreys,andy mccluskey",mike howlett
"Sorry For Laughing - Postcard 7"" version Josef K","Sorry For Laughing - Postcard 7"" version",Josef K,NA,NA,punk,postcard recordsles disques du cr�puscule,NA,NA
Wishing (If I Had a Photograph of You) A Flock Of Seagulls,Wishing (If I Had a Photograph of You),A Flock Of Seagulls,1,1982,pop,zomba records,"mike score, ali score, frank maudsley and paul reynolds",mike howlett
This Is The Day The The,This Is The Day,The The,1,1983,"alt,rock,elect",epic,matt johnson,paul hardiman and matt johnson
I Melt With You Modern English,I Melt With You,Modern English,1,1982,punk,"4ad,sire","robbie grey,gary mcdowell,richard brown,michael conroy,stephen walker",hugh jones
Birthday The Sugarcubes,Birthday,The Sugarcubes,1,1987,"alt,rock,pop",one little indian,the sugarcubes,"ray shulman,derek birkett"
I Can't Help Myself Orange Juice,I Can't Help Myself,Orange Juice,0,1982,punk,polydor,NA,martin hayles
Dancing With Myself Generation X,Dancing With Myself,Generation X,1,1980,pop,chrysalis,"billy idol, tony james",keith forsey
Reward The Teardrop Explodes,Reward,The Teardrop Explodes,0,1980,punk,fontana,NA,"bill drummond & david balfe, as the chameleons except track 3 clive langer, alan winstanley, tracks 10 & 12 mike howlett"
I Will Follow U2,I Will Follow,U2,1,1980,punk,"cbs ireland,island",u2,steve lillywhite
Buffalo Stance Neneh Cherry,Buffalo Stance,Neneh Cherry,1,1988,"pop,hip,hop",virgin,"neneh cherry,cameron mcvey,jamie morgan,phillip ramacon","tim simenon ,mark saunders"
A Forest The Cure,A Forest,The Cure,1,1980,rock,fiction,"simon gallup, robert smith, matthieu hartley, lol tolhurst","mike hedges, robert smith"
Pocket Calculator - 2009 Remastered Version Kraftwerk,Pocket Calculator - 2009 Remastered Version,Kraftwerk,1,1981,"pop,elect","kling klang,warner bros.",NA,"ralf h�tter,florian schneider"
"Say Hello, Wave Goodbye - 7"" Single Version Soft Cell","Say Hello, Wave Goodbye - 7"" Single Version",Soft Cell,1,1982,pop,some bizzarebzs 7,"marc almond, david ball",mike thorne
Fa Cé-La The Feelies,Fa Cé-La,The Feelies,0,1980,"punk,pop",stiff,NA,"bill�million,glenn�mercer,mark�abel"
There Is A Light That Never Goes Out - 2011 Remastered Version The Smiths,There Is A Light That Never Goes Out - 2011 Remastered Version,The Smiths,1,1992,"alt,rock,pop",wea,"johnny marr, morrissey","johnny marr, morrissey"
The Tunnel of Love Fun Boy Three,The Tunnel of Love,Fun Boy Three,1,1983,other,chrysalis,"golding, hall, staples","fun boy three, david byrne"
Brilliant Mind Furniture,Brilliant Mind,Furniture,1,1986,other,stiff records,jim irvinhamilton leesally stilltim whelan,mick glossop
Isolation - 2007 Remastered Version Joy Division,Isolation - 2007 Remastered Version,Joy Division,0,1980,rock,factory,"bernard sumner,peter hook,stephen morris,ian curtis","martin hannett,joy division"
Pulling Mussels (From The Shell) Squeeze,Pulling Mussels (From The Shell),Squeeze,1,1980,pop,a&m,"chris difford, glenn tilbrook","john wood, squeeze"
I Can't Stand Up For Falling Down Elvis Costello & The Attractions,I Can't Stand Up For Falling Down,Elvis Costello & The Attractions,1,1980,other,f-beat columbia ,"homer banks, allen jones",nick lowe
Living On The Ceiling Blancmange,Living On The Ceiling,Blancmange,1,1982,pop,london records,"stephen luscombe,neil arthur",mike howlett
Tempted Squeeze,Tempted,Squeeze,1,1981,rock,a&m,"glenn tilbrook, chris difford",roger bechirian & elvis costello
Kid - 2006 Remastered Version Pretenders,Kid - 2006 Remastered Version,Pretenders,1,1980,"rock,punk","real , sire ",NA,"chris thomas, except ""stop your sobbing"" produced by nick lowe"
Duel Propaganda,Duel,Propaganda,1,1985,pop,ztt,"claudia br�cken, ralf d�rper, michael mertens, susanne freytag",stephen lipson
Lose My Breath - Remastered Version My Bloody Valentine,Lose My Breath - Remastered Version,My Bloody Valentine,0,1988,pop,"creation, domino",NA,my bloody valentine
I'm In Love With A German Film Star The Passions,I'm In Love With A German Film Star,The Passions,1,1981,punk,polydor,the passions,peter wilson
I Travel Simple Minds,I Travel,Simple Minds,0,1982,rock,arista,NA,john leckie
Pearly-dewdrops' Drops Cocteau Twins,Pearly-dewdrops' Drops,Cocteau Twins,1,1984,pop,4ad - bad405,"elizabeth fraser,robin guthrie,simon raymonde",NA
Radio Free Europe R.E.M.,Radio Free Europe,R.E.M.,1,1981,"alt,rock",hib-tone,"bill berry,peter buck,mike mills,michael stipe",mitch easter
Life In Tokyo Japan,Life In Tokyo,Japan,1,1982,pop,"ariola hansa,hansa","giorgio moroder,david sylvian",giorgio moroder
Genius Of Love Tom Tom Club,Genius Of Love,Tom Tom Club,1,1981,other,"sire,warner bros.","adrian belew,chris frantz,steven stanley,tina weymouth","chris frantz,steven stanley,tina weymouth"
Because You're Frightened - Remastered 2007 Magazine,Because You're Frightened - Remastered 2007,Magazine,1,1980,punk,virgin,NA,martin hannett
Dear God - Remastered 2001 XTC,Dear God - Remastered 2001,XTC,1,1986,"rock,punk,pop",virgin,andy partridge,todd rundgren
Atomic Dog George Clinton,Atomic Dog,George Clinton,1,1982,elect,capitol 5201x-63268544,"george clinton,garry shider,david spradley","george clinton,ted currier"
Party Fears Two The Associates,Party Fears Two,The Associates,1,1981,"punk,pop","associates,beggars banquet,wea international ","billy mackenzie,alan rankine",mike hedges
Walk Out To Winter Aztec Camera,Walk Out To Winter,Aztec Camera,NA,NA,pop,"postcard, sire/warner bros.",NA,NA
Surrender Suicide,Surrender,Suicide,1,1988,pop,chapter 22,"martin rev, alan vega",ric ocasek
On my Radio The Selecter,On my Radio,The Selecter,1,1979,other,2 tone records chs tt 4,neol davies,roger lomas
You Make No Sense ESG,You Make No Sense,ESG,0,1983,punk,99,NA,ed bahlman
Song To The Siren This Mortal Coil,Song To The Siren,This Mortal Coil,0,1970,folk,straight,"larry beckett,tim buckley",herb cohen
She Blinded Me With Science Thomas Dolby,She Blinded Me With Science,Thomas Dolby,1,1982,pop,"venice in peril ,capitol records ","thomas dolby,jo kerr",thomas dolby
Pacific State - Origin Mix 808 State,Pacific State - Origin Mix,808 State,1,1989,"alt,elect",ztt,"gerald simpson,808 state",808 state
24 Hour Party People Happy Mondays,24 Hour Party People,Happy Mondays,NA,NA,"alt,rock","factory, elektra",NA,NA
At Home He's a Tourist Gang Of Four,At Home He's a Tourist,Gang Of Four,0,1979,punk,"emi,warner bros.",NA,"andy gill,jon king,rob warr"
Homosapien Pete Shelley,Homosapien,Pete Shelley,0,1982,"punk,pop",genetic/islandarista ,NA,"martin rushent, pete shelley"
Deanna Nick Cave & The Bad Seeds,Deanna,Nick Cave & The Bad Seeds,1,1988,rock,mute records,"nick cave, mick harvey",NA
Don't Talk to Me About Love Altered Images,Don't Talk to Me About Love,Altered Images,1,1983,other,epic portrait ,altered images,mike chapman
Tugboat Galaxie 500,Tugboat,Galaxie 500,0,1988,"rock,pop",aurora,NA,mark kramer
Live Forever - Remastered Oasis,Live Forever - Remastered,Oasis,1,1994,pop,creation,noel gallagher,"oasis,mark coyle,owen morris"
Brimful of Asha - Norman Cook Remix Cornershop,Brimful of Asha - Norman Cook Remix,Cornershop,1,1997,"rock,pop",wiiija,tjinder singh,cornershop
Babies Pulp,Babies,Pulp,1,1992,pop,gift records,NA,ed buller
Loaded - Edited version Primal Scream,Loaded - Edited version,Primal Scream,1,1990,rock,creation,"bobby gillespie,andrew innes,robert young",andrew weatherall
U-Mass Pixies,U-Mass,Pixies,1,1991,"alt,rock",4ad,NA,gil norton
Girls And Boys Blur,Girls And Boys,Blur,1,1994,"rock,punk,pop",food,"damon albarn,graham coxon,alex james,dave rowntree",stephen street
Teardrop Massive Attack,Teardrop,Massive Attack,1,1998,hop,"circa,virgin","robert del naja,elizabeth fraser,grantley marshall,andrew vowles","neil davidge,massive attack,gary barlow,labrinth"
Born Slippy (Nuxx) Underworld,Born Slippy (Nuxx),Underworld,1,1996,other,"junior boy's own ,wax trax!, tvt ,dance pool, logic ","rick smith,karl hyde,darren emerson","rick smith,karl hyde,darren emerson"
Lithium Nirvana,Lithium,Nirvana,1,1992,other,dgc,kurt cobain,butch vig
Unfinished Sympathy - 2006 Digital Remaster Massive Attack,Unfinished Sympathy - 2006 Digital Remaster,Massive Attack,0,2006,"hop,elect",virgin,NA,"massive attack, jonny dollar, cameron mcvey, nellee hooper, the insects, neil davidge"
Heart-Shaped Box Nirvana,Heart-Shaped Box,Nirvana,1,1993,other,dgc,kurt cobain,steve albini
